Reference Station Name,Relationship Type,Related Station Name,Value (km/m)
S217,Within 100km,S199,56.13 km
S217,Within 100km,S201,39.35 km
S217,Within 100km,S202,58.66 km
S217,Within 100km,S203,95.24 km
S217,Within 100km,S204,66.08 km
S217,Within 100km,S205,38.67 km
S217,Within 100km,S206,50.56 km
S217,Within 100km,S207,39.20 km
S217,Within 100km,S208,32.32 km
S217,Within 100km,S209,26.22 km
S217,Within 100km,S210,26.70 km
S217,Within 100km,S211,10.55 km
S217,Within 100km,S212,13.46 km
S217,Within 100km,S213,53.64 km
S217,Within 100km,S214,18.00 km
S217,Within 100km,S216,23.92 km
S217,Within 100km,S218,67.39 km
S217,Within 100km,S219,29.31 km
S217,Within 100km,S220,58.45 km
S217,Within 100km,S221,73.89 km
S217,Within 100km,S222,22.49 km
S217,Within 100km,S223,77.33 km
S217,Within 100km,S226,82.97 km
S217,Within 100km,S227,84.22 km
S217,Within 100km,S228,68.11 km
S217,Within 100km,S229,42.28 km
S217,Within 100km,S230,71.01 km
S217,Within 100km,S231,77.18 km
S217,Within 100km,S232,62.71 km
S217,Within 100km,S233,79.24 km
S217,Within 100km,S234,70.53 km
S217,Within 100km,S235,81.57 km
S217,Within 100km,S236,69.11 km
S217,Within 100km,S237,81.29 km
S217,Within 100km,S238,58.01 km
S217,Within 100km,S239,79.58 km
S217,Within 50km,S193,34.75 km
S217,Within 50km,S201,39.35 km
S217,Within 50km,S205,38.67 km
S217,Within 50km,S207,39.20 km
S217,Within 50km,S208,32.32 km
S217,Within 50km,S209,26.22 km
S217,Within 50km,S210,26.70 km
S217,Within 50km,S211,10.55 km
S217,Within 50km,S212,13.46 km
S217,Within 50km,S214,18.00 km
S217,Within 50km,S216,23.92 km
S217,Within 50km,S219,29.31 km
S217,Within 50km,S222,22.49 km
S217,Within 50km,S229,42.28 km
S218,Within +/- 100m Elevation,S113,42.00 m
S218,Within +/- 100m Elevation,S129,38.00 m
S218,Within +/- 100m Elevation,S148,25.00 m
S218,Within +/- 100m Elevation,S164,41.00 m
S218,Within +/- 100m Elevation,S171,79.00 m
S218,Within +/- 100m Elevation,S184,20.00 m
S218,Within +/- 100m Elevation,S194,8.00 m
S218,Within +/- 100m Elevation,S206,31.00 m
S218,Within +/- 100m Elevation,S232,53.00 m
S218,Within +/- 100m Elevation,S24,86.00 m
S218,Within +/- 100m Elevation,S50,33.00 m
S218,Within +/- 100m Elevation,S98,17.00 m
S218,Within 100km,S186,65.15 km
S218,Within 100km,S187,64.73 km
S218,Within 100km,S188,45.48 km
S218,Within 100km,S189,69.18 km
S218,Within 100km,S190,75.73 km
S218,Within 100km,S191,78.78 km
S218,Within 100km,S192,46.80 km
S218,Within 100km,S193,68.35 km
S218,Within 100km,S194,78.69 km
S218,Within 100km,S195,95.83 km
S218,Within 100km,S197,65.09 km
S218,Within 100km,S198,41.95 km
S218,Within 100km,S199,96.17 km
S218,Within 100km,S200,86.85 km
S218,Within 100km,S201,84.09 km
S218,Within 100km,S202,74.79 km
S218,Within 100km,S203,29.36 km
S218,Within 100km,S204,11.18 km
S218,Within 100km,S205,29.66 km
S218,Within 100km,S206,18.46 km
S218,Within 100km,S207,28.22 km
S218,Within 100km,S208,38.04 km
S218,Within 100km,S209,42.65 km
S218,Within 100km,S210,43.26 km
S218,Within 100km,S211,57.36 km
S218,Within 100km,S212,78.62 km
S218,Within 100km,S213,38.34 km
S218,Within 100km,S214,53.65 km
S218,Within 100km,S215,54.29 km
S218,Within 100km,S216,91.09 km
S218,Within 100km,S217,67.39 km
S218,Within 100km,S219,40.69 km
S218,Within 100km,S220,20.12 km
S218,Within 100km,S221,8.10 km
S218,Within 100km,S222,69.60 km
S218,Within 100km,S223,9.98 km
S218,Within 100km,S224,64.30 km
S218,Within 100km,S225,59.91 km
S218,Within 100km,S226,46.44 km
S218,Within 100km,S227,72.87 km
S218,Within 100km,S228,83.41 km
S218,Within 100km,S229,85.79 km
S218,Within 100km,S231,93.62 km
S218,Within 100km,S232,88.62 km
S218,Within 100km,S235,99.03 km
S218,Within 100km,S236,58.20 km
S218,Within 100km,S237,41.63 km
S218,Within 100km,S238,96.77 km
S218,Within 50km,S188,45.48 km
S218,Within 50km,S192,46.80 km
S218,Within 50km,S198,41.95 km
S218,Within 50km,S203,29.36 km
S218,Within 50km,S204,11.18 km
S218,Within 50km,S205,29.66 km
S218,Within 50km,S206,18.46 km
S218,Within 50km,S207,28.22 km
S218,Within 50km,S208,38.04 km
S218,Within 50km,S209,42.65 km
S218,Within 50km,S210,43.26 km
S218,Within 50km,S213,38.34 km
S218,Within 50km,S219,40.69 km
S218,Within 50km,S220,20.12 km
S218,Within 50km,S221,8.10 km
S218,Within 50km,S223,9.98 km
S218,Within 50km,S226,46.44 km
S218,Within 50km,S237,41.63 km
S219,Within +/- 100m Elevation,S100,12.00 m
S219,Within +/- 100m Elevation,S101,69.00 m
S219,Within +/- 100m Elevation,S102,60.00 m
S219,Within +/- 100m Elevation,S103,15.00 m
S219,Within +/- 100m Elevation,S104,56.00 m
S219,Within +/- 100m Elevation,S105,56.00 m
S219,Within +/- 100m Elevation,S106,1.00 m
S219,Within +/- 100m Elevation,S108,62.00 m
S219,Within +/- 100m Elevation,S109,22.00 m
S219,Within +/- 100m Elevation,S111,20.00 m
S219,Within +/- 100m Elevation,S114,73.00 m
S219,Within +/- 100m Elevation,S115,58.00 m
S219,Within +/- 100m Elevation,S145,21.00 m
S219,Within +/- 100m Elevation,S146,9.00 m
S219,Within +/- 100m Elevation,S15,19.00 m
S219,Within +/- 100m Elevation,S150,31.00 m
S219,Within +/- 100m Elevation,S151,76.00 m
S219,Within +/- 100m Elevation,S152,81.00 m
S219,Within +/- 100m Elevation,S153,16.00 m
S219,Within +/- 100m Elevation,S158,68.00 m
S219,Within +/- 100m Elevation,S159,91.00 m
S219,Within +/- 100m Elevation,S16,9.00 m
S219,Within +/- 100m Elevation,S160,54.00 m
S219,Within +/- 100m Elevation,S162,48.00 m
S219,Within +/- 100m Elevation,S17,16.00 m
S219,Within +/- 100m Elevation,S173,21.00 m
S219,Within +/- 100m Elevation,S175,92.00 m
S219,Within +/- 100m Elevation,S176,41.00 m
S219,Within +/- 100m Elevation,S178,62.00 m
S219,Within +/- 100m Elevation,S179,78.00 m
S219,Within +/- 100m Elevation,S180,32.00 m
S219,Within +/- 100m Elevation,S181,81.00 m
S219,Within +/- 100m Elevation,S182,29.00 m
S219,Within +/- 100m Elevation,S183,100.00 m
S219,Within +/- 100m Elevation,S193,85.00 m
S219,Within +/- 100m Elevation,S195,58.00 m
S219,Within +/- 100m Elevation,S199,100.00 m
S219,Within +/- 100m Elevation,S20,20.00 m
S219,Within +/- 100m Elevation,S201,97.00 m
S219,Within +/- 100m Elevation,S202,11.00 m
S219,Within +/- 100m Elevation,S210,22.00 m
S219,Within +/- 100m Elevation,S212,75.00 m
S219,Within +/- 100m Elevation,S214,63.00 m
S219,Within +/- 100m Elevation,S216,96.00 m
S219,Within +/- 100m Elevation,S217,48.00 m
S219,Within +/- 100m Elevation,S222,88.00 m
S219,Within +/- 100m Elevation,S229,49.00 m
S219,Within +/- 100m Elevation,S230,46.00 m
S219,Within +/- 100m Elevation,S233,78.00 m
S219,Within +/- 100m Elevation,S234,0.00 m
S219,Within +/- 100m Elevation,S238,61.00 m
S219,Within +/- 100m Elevation,S239,97.00 m
S219,Within +/- 100m Elevation,S40,75.00 m
S219,Within +/- 100m Elevation,S44,32.00 m
S219,Within +/- 100m Elevation,S45,42.00 m
S219,Within +/- 100m Elevation,S46,39.00 m
S219,Within +/- 100m Elevation,S48,35.00 m
S219,Within +/- 100m Elevation,S49,7.00 m
S219,Within +/- 100m Elevation,S5,29.00 m
S219,Within +/- 100m Elevation,S51,18.00 m
S219,Within +/- 100m Elevation,S52,2.00 m
S219,Within +/- 100m Elevation,S53,27.00 m
S219,Within +/- 100m Elevation,S54,23.00 m
S219,Within +/- 100m Elevation,S56,7.00 m
S219,Within +/- 100m Elevation,S57,3.00 m
S219,Within +/- 100m Elevation,S6,4.00 m
S219,Within +/- 100m Elevation,S64,32.00 m
S219,Within 100km,S186,94.79 km
S219,Within 100km,S187,80.72 km
S219,Within 100km,S188,61.75 km
S219,Within 100km,S189,76.40 km
S219,Within 100km,S190,76.77 km
S219,Within 100km,S191,75.13 km
S219,Within 100km,S192,32.48 km
S219,Within 100km,S193,31.50 km
S219,Within 100km,S194,61.04 km
S219,Within 100km,S195,70.99 km
S219,Within 100km,S196,98.71 km
S219,Within 100km,S197,84.47 km
S219,Within 100km,S198,47.14 km
S219,Within 100km,S199,60.23 km
S219,Within 100km,S201,45.73 km
S219,Within 100km,S202,47.68 km
S219,Within 100km,S203,69.84 km
S219,Within 100km,S204,42.52 km
S219,Within 100km,S205,18.20 km
S219,Within 100km,S206,27.40 km
S219,Within 100km,S207,15.30 km
S219,Within 100km,S208,19.61 km
S219,Within 100km,S209,16.37 km
S219,Within 100km,S210,2.70 km
S219,Within 100km,S211,21.55 km
S219,Within 100km,S212,42.31 km
S219,Within 100km,S213,43.02 km
S219,Within 100km,S214,13.09 km
S219,Within 100km,S215,94.15 km
S219,Within 100km,S216,51.71 km
S219,Within 100km,S217,29.31 km
S219,Within 100km,S218,40.69 km
S219,Within 100km,S220,29.18 km
S219,Within 100km,S221,46.12 km
S219,Within 100km,S222,41.22 km
S219,Within 100km,S223,50.61 km
S219,Within 100km,S224,92.64 km
S219,Within 100km,S225,86.57 km
S219,Within 100km,S226,69.18 km
S219,Within 100km,S227,81.53 km
S219,Within 100km,S228,76.24 km
S219,Within 100km,S229,62.02 km
S219,Within 100km,S230,89.79 km
S219,Within 100km,S231,86.72 km
S219,Within 100km,S232,75.50 km
S219,Within 100km,S233,99.19 km
S219,Within 100km,S234,87.24 km
S219,Within 100km,S235,91.92 km
S219,Within 100km,S236,64.68 km
S219,Within 100km,S237,66.02 km
S219,Within 100km,S238,76.73 km
S219,Within 50km,S192,32.48 km
S219,Within 50km,S193,31.50 km
S219,Within 50km,S198,47.14 km
S219,Within 50km,S201,45.73 km
S219,Within 50km,S202,47.68 km
S219,Within 50km,S204,42.52 km
S219,Within 50km,S205,18.20 km
S219,Within 50km,S206,27.40 km
S219,Within 50km,S207,15.30 km
S219,Within 50km,S208,19.61 km
S219,Within 50km,S209,16.37 km
S219,Within 50km,S210,2.70 km
S219,Within 50km,S211,21.55 km
S219,Within 50km,S212,42.31 km
S219,Within 50km,S213,43.02 km
S219,Within 50km,S214,13.09 km
S219,Within 50km,S217,29.31 km
S219,Within 50km,S218,40.69 km
S219,Within 50km,S220,29.18 km
S219,Within 50km,S221,46.12 km
S219,Within 50km,S222,41.22 km
S22,Within +/- 100m Elevation,S100,100.00 m
S22,Within +/- 100m Elevation,S101,43.00 m
S22,Within +/- 100m Elevation,S103,97.00 m
S22,Within +/- 100m Elevation,S109,90.00 m
S22,Within +/- 100m Elevation,S131,67.00 m
S22,Within +/- 100m Elevation,S145,91.00 m
S22,Within +/- 100m Elevation,S149,30.00 m
S22,Within +/- 100m Elevation,S151,36.00 m
S22,Within +/- 100m Elevation,S157,8.00 m
S22,Within +/- 100m Elevation,S161,74.00 m
S22,Within +/- 100m Elevation,S162,64.00 m
S22,Within +/- 100m Elevation,S17,96.00 m
S22,Within +/- 100m Elevation,S173,91.00 m
S22,Within +/- 100m Elevation,S174,9.00 m
S22,Within +/- 100m Elevation,S178,50.00 m
S22,Within +/- 100m Elevation,S180,80.00 m
S22,Within +/- 100m Elevation,S191,61.00 m
S22,Within +/- 100m Elevation,S209,6.00 m
S22,Within +/- 100m Elevation,S211,30.00 m
S22,Within +/- 100m Elevation,S222,24.00 m
S22,Within +/- 100m Elevation,S40,37.00 m
S22,Within +/- 100m Elevation,S44,80.00 m
S22,Within +/- 100m Elevation,S5,83.00 m
S22,Within +/- 100m Elevation,S64,80.00 m
S22,Within 100km,S1,87.05 km
S22,Within 100km,S10,97.16 km
S22,Within 100km,S11,58.68 km
S22,Within 100km,S13,55.65 km
S22,Within 100km,S14,84.61 km
S22,Within 100km,S15,64.49 km
S22,Within 100km,S16,45.51 km
S22,Within 100km,S17,7.31 km
S22,Within 100km,S18,56.40 km
S22,Within 100km,S19,79.20 km
S22,Within 100km,S2,77.44 km
S22,Within 100km,S20,43.47 km
S22,Within 100km,S21,29.94 km
S22,Within 100km,S23,71.36 km
S22,Within 100km,S24,55.22 km
S22,Within 100km,S25,75.18 km
S22,Within 100km,S3,65.79 km
S22,Within 100km,S38,63.64 km
S22,Within 100km,S4,47.28 km
S22,Within 100km,S40,73.97 km
S22,Within 100km,S47,98.44 km
S22,Within 100km,S48,70.54 km
S22,Within 100km,S5,35.05 km
S22,Within 100km,S52,89.39 km
S22,Within 100km,S54,95.26 km
S22,Within 100km,S6,28.01 km
S22,Within 100km,S8,69.51 km
S22,Within 100km,S9,86.59 km
S22,Within 50km,S16,45.51 km
S22,Within 50km,S17,7.31 km
S22,Within 50km,S20,43.47 km
S22,Within 50km,S21,29.94 km
S22,Within 50km,S4,47.28 km
S22,Within 50km,S5,35.05 km
S22,Within 50km,S6,28.01 km
S220,Within +/- 100m Elevation,S112,48.00 m
S220,Within +/- 100m Elevation,S116,23.00 m
S220,Within +/- 100m Elevation,S12,3.00 m
S220,Within +/- 100m Elevation,S127,22.00 m
S220,Within +/- 100m Elevation,S139,4.00 m
S220,Within +/- 100m Elevation,S154,60.00 m
S220,Within +/- 100m Elevation,S170,59.00 m
S220,Within +/- 100m Elevation,S190,66.00 m
S220,Within +/- 100m Elevation,S198,17.00 m
S220,Within +/- 100m Elevation,S200,19.00 m
S220,Within +/- 100m Elevation,S213,70.00 m
S220,Within +/- 100m Elevation,S227,5.00 m
S220,Within +/- 100m Elevation,S231,59.00 m
S220,Within +/- 100m Elevation,S235,25.00 m
S220,Within +/- 100m Elevation,S58,27.00 m
S220,Within +/- 100m Elevation,S65,38.00 m
S220,Within +/- 100m Elevation,S79,47.00 m
S220,Within +/- 100m Elevation,S90,87.00 m
S220,Within +/- 100m Elevation,S91,45.00 m
S220,Within 100km,S169,94.82 km
S220,Within 100km,S172,87.37 km
S220,Within 100km,S176,93.92 km
S220,Within 100km,S186,65.87 km
S220,Within 100km,S187,55.65 km
S220,Within 100km,S188,35.67 km
S220,Within 100km,S189,55.71 km
S220,Within 100km,S190,60.00 km
S220,Within 100km,S191,61.61 km
S220,Within 100km,S192,26.68 km
S220,Within 100km,S193,51.04 km
S220,Within 100km,S194,58.80 km
S220,Within 100km,S195,75.71 km
S220,Within 100km,S197,58.13 km
S220,Within 100km,S198,25.73 km
S220,Within 100km,S199,77.69 km
S220,Within 100km,S200,78.69 km
S220,Within 100km,S201,67.05 km
S220,Within 100km,S202,54.89 km
S220,Within 100km,S203,47.44 km
S220,Within 100km,S204,29.03 km
S220,Within 100km,S205,28.43 km
S220,Within 100km,S206,23.90 km
S220,Within 100km,S207,24.29 km
S220,Within 100km,S208,36.79 km
S220,Within 100km,S209,38.68 km
S220,Within 100km,S210,31.84 km
S220,Within 100km,S211,49.94 km
S220,Within 100km,S212,71.24 km
S220,Within 100km,S213,48.57 km
S220,Within 100km,S214,41.78 km
S220,Within 100km,S215,72.77 km
S220,Within 100km,S216,80.69 km
S220,Within 100km,S217,58.45 km
S220,Within 100km,S218,20.12 km
S220,Within 100km,S219,29.18 km
S220,Within 100km,S221,21.11 km
S220,Within 100km,S222,67.07 km
S220,Within 100km,S223,27.68 km
S220,Within 100km,S224,83.87 km
S220,Within 100km,S225,79.11 km
S220,Within 100km,S226,64.30 km
S220,Within 100km,S227,87.02 km
S220,Within 100km,S228,91.66 km
S220,Within 100km,S229,86.27 km
S220,Within 100km,S232,94.39 km
S220,Within 100km,S236,70.93 km
S220,Within 100km,S237,59.79 km
S220,Within 100km,S238,99.44 km
S220,Within 50km,S188,35.67 km
S220,Within 50km,S192,26.68 km
S220,Within 50km,S198,25.73 km
S220,Within 50km,S203,47.44 km
S220,Within 50km,S204,29.03 km
S220,Within 50km,S205,28.43 km
S220,Within 50km,S206,23.90 km
S220,Within 50km,S207,24.29 km
S220,Within 50km,S208,36.79 km
S220,Within 50km,S209,38.68 km
S220,Within 50km,S210,31.84 km
S220,Within 50km,S211,49.94 km
S220,Within 50km,S213,48.57 km
S220,Within 50km,S214,41.78 km
S220,Within 50km,S218,20.12 km
S220,Within 50km,S219,29.18 km
S220,Within 50km,S221,21.11 km
S220,Within 50km,S223,27.68 km
S221,Within +/- 100m Elevation,S135,81.00 m
S221,Within +/- 100m Elevation,S18,11.00 m
S221,Within +/- 100m Elevation,S208,23.00 m
S221,Within +/- 100m Elevation,S228,39.00 m
S221,Within +/- 100m Elevation,S236,12.00 m
S221,Within +/- 100m Elevation,S29,79.00 m
S221,Within +/- 100m Elevation,S41,71.00 m
S221,Within +/- 100m Elevation,S73,8.00 m
S221,Within +/- 100m Elevation,S85,9.00 m
S221,Within +/- 100m Elevation,S96,7.00 m
S221,Within +/- 100m Elevation,S99,14.00 m
S221,Within 100km,S169,95.31 km
S221,Within 100km,S172,98.64 km
S221,Within 100km,S186,57.06 km
S221,Within 100km,S187,57.91 km
S221,Within 100km,S188,39.28 km
S221,Within 100km,S189,63.62 km
S221,Within 100km,S190,71.05 km
S221,Within 100km,S191,74.83 km
S221,Within 100km,S192,46.81 km
S221,Within 100km,S193,71.74 km
S221,Within 100km,S194,77.43 km
S221,Within 100km,S195,95.62 km
S221,Within 100km,S197,57.81 km
S221,Within 100km,S198,38.34 km
S221,Within 100km,S199,98.77 km
S221,Within 100km,S200,79.63 km
S221,Within 100km,S201,87.68 km
S221,Within 100km,S202,75.63 km
S221,Within 100km,S203,26.37 km
S221,Within 100km,S204,18.16 km
S221,Within 100km,S205,37.02 km
S221,Within 100km,S206,26.29 km
S221,Within 100km,S207,35.04 km
S221,Within 100km,S208,45.60 km
S221,Within 100km,S209,49.86 km
S221,Within 100km,S210,48.78 km
S221,Within 100km,S211,64.12 km
S221,Within 100km,S212,85.54 km
S221,Within 100km,S213,46.24 km
S221,Within 100km,S214,59.21 km
S221,Within 100km,S215,51.69 km
S221,Within 100km,S216,97.35 km
S221,Within 100km,S217,73.89 km
S221,Within 100km,S218,8.10 km
S221,Within 100km,S219,46.12 km
S221,Within 100km,S220,21.11 km
S221,Within 100km,S222,77.27 km
S221,Within 100km,S223,7.14 km
S221,Within 100km,S224,67.46 km
S221,Within 100km,S225,63.69 km
S221,Within 100km,S226,51.73 km
S221,Within 100km,S227,79.64 km
S221,Within 100km,S228,91.31 km
S221,Within 100km,S229,93.79 km
S221,Within 100km,S232,96.68 km
S221,Within 100km,S236,65.49 km
S221,Within 100km,S237,46.79 km
S221,Within 50km,S188,39.28 km
S221,Within 50km,S192,46.81 km
S221,Within 50km,S198,38.34 km
S221,Within 50km,S203,26.37 km
S221,Within 50km,S204,18.16 km
S221,Within 50km,S205,37.02 km
S221,Within 50km,S206,26.29 km
S221,Within 50km,S207,35.04 km
S221,Within 50km,S208,45.60 km
S221,Within 50km,S209,49.86 km
S221,Within 50km,S210,48.78 km
S221,Within 50km,S213,46.24 km
S221,Within 50km,S218,8.10 km
S221,Within 50km,S219,46.12 km
S221,Within 50km,S220,21.11 km
S221,Within 50km,S223,7.14 km
S221,Within 50km,S237,46.79 km
S222,Within +/- 100m Elevation,S100,76.00 m
S222,Within +/- 100m Elevation,S101,19.00 m
S222,Within +/- 100m Elevation,S103,73.00 m
S222,Within +/- 100m Elevation,S106,89.00 m
S222,Within +/- 100m Elevation,S109,66.00 m
S222,Within +/- 100m Elevation,S131,91.00 m
S222,Within +/- 100m Elevation,S145,67.00 m
S222,Within +/- 100m Elevation,S146,79.00 m
S222,Within +/- 100m Elevation,S149,54.00 m
S222,Within +/- 100m Elevation,S151,12.00 m
S222,Within +/- 100m Elevation,S157,16.00 m
S222,Within +/- 100m Elevation,S16,97.00 m
S222,Within +/- 100m Elevation,S161,98.00 m
S222,Within +/- 100m Elevation,S162,40.00 m
S222,Within +/- 100m Elevation,S17,72.00 m
S222,Within +/- 100m Elevation,S173,67.00 m
S222,Within +/- 100m Elevation,S174,15.00 m
S222,Within +/- 100m Elevation,S178,26.00 m
S222,Within +/- 100m Elevation,S180,56.00 m
S222,Within +/- 100m Elevation,S191,85.00 m
S222,Within +/- 100m Elevation,S202,77.00 m
S222,Within +/- 100m Elevation,S209,30.00 m
S222,Within +/- 100m Elevation,S211,54.00 m
S222,Within +/- 100m Elevation,S219,88.00 m
S222,Within +/- 100m Elevation,S22,24.00 m
S222,Within +/- 100m Elevation,S234,88.00 m
S222,Within +/- 100m Elevation,S40,13.00 m
S222,Within +/- 100m Elevation,S44,56.00 m
S222,Within +/- 100m Elevation,S49,95.00 m
S222,Within +/- 100m Elevation,S5,59.00 m
S222,Within +/- 100m Elevation,S52,90.00 m
S222,Within +/- 100m Elevation,S56,95.00 m
S222,Within +/- 100m Elevation,S57,91.00 m
S222,Within +/- 100m Elevation,S6,92.00 m
S222,Within +/- 100m Elevation,S64,56.00 m
S222,Within 100km,S192,73.07 km
S222,Within 100km,S193,56.63 km
S222,Within 100km,S194,97.51 km
S222,Within 100km,S198,88.19 km
S222,Within 100km,S199,78.46 km
S222,Within 100km,S201,61.74 km
S222,Within 100km,S202,80.02 km
S222,Within 100km,S203,93.79 km
S222,Within 100km,S204,64.68 km
S222,Within 100km,S205,40.44 km
S222,Within 100km,S206,51.15 km
S222,Within 100km,S207,43.41 km
S222,Within 100km,S208,31.71 km
S222,Within 100km,S209,28.44 km
S222,Within 100km,S210,39.39 km
S222,Within 100km,S211,21.25 km
S222,Within 100km,S212,18.97 km
S222,Within 100km,S213,43.38 km
S222,Within 100km,S214,35.33 km
S222,Within 100km,S216,36.31 km
S222,Within 100km,S217,22.49 km
S222,Within 100km,S218,69.60 km
S222,Within 100km,S219,41.22 km
S222,Within 100km,S220,67.07 km
S222,Within 100km,S221,77.27 km
S222,Within 100km,S223,78.75 km
S222,Within 100km,S224,94.93 km
S222,Within 100km,S225,88.15 km
S222,Within 100km,S226,71.41 km
S222,Within 100km,S227,65.72 km
S222,Within 100km,S228,46.15 km
S222,Within 100km,S229,21.23 km
S222,Within 100km,S230,49.88 km
S222,Within 100km,S231,54.86 km
S222,Within 100km,S232,40.22 km
S222,Within 100km,S233,58.77 km
S222,Within 100km,S234,48.62 km
S222,Within 100km,S235,59.14 km
S222,Within 100km,S236,52.52 km
S222,Within 100km,S237,70.97 km
S222,Within 100km,S238,36.69 km
S222,Within 100km,S239,62.50 km
S222,Within 50km,S205,40.44 km
S222,Within 50km,S207,43.41 km
S222,Within 50km,S208,31.71 km
S222,Within 50km,S209,28.44 km
S222,Within 50km,S210,39.39 km
S222,Within 50km,S211,21.25 km
S222,Within 50km,S212,18.97 km
S222,Within 50km,S213,43.38 km
S222,Within 50km,S214,35.33 km
S222,Within 50km,S216,36.31 km
S222,Within 50km,S217,22.49 km
S222,Within 50km,S219,41.22 km
S222,Within 50km,S228,46.15 km
S222,Within 50km,S229,21.23 km
S222,Within 50km,S230,49.88 km
S222,Within 50km,S232,40.22 km
S222,Within 50km,S234,48.62 km
S222,Within 50km,S238,36.69 km
S223,Within +/- 100m Elevation,S123,73.00 m
S223,Within +/- 100m Elevation,S132,72.00 m
S223,Within +/- 100m Elevation,S135,24.00 m
S223,Within +/- 100m Elevation,S156,14.00 m
S223,Within +/- 100m Elevation,S165,98.00 m
S223,Within +/- 100m Elevation,S236,93.00 m
S223,Within +/- 100m Elevation,S25,75.00 m
S223,Within +/- 100m Elevation,S26,47.00 m
S223,Within +/- 100m Elevation,S29,26.00 m
S223,Within +/- 100m Elevation,S72,100.00 m
S223,Within +/- 100m Elevation,S73,97.00 m
S223,Within +/- 100m Elevation,S85,96.00 m
S223,Within +/- 100m Elevation,S95,56.00 m
S223,Within +/- 100m Elevation,S96,98.00 m
S223,Within 100km,S169,99.51 km
S223,Within 100km,S186,58.87 km
S223,Within 100km,S187,63.03 km
S223,Within 100km,S188,45.13 km
S223,Within 100km,S189,69.76 km
S223,Within 100km,S190,77.61 km
S223,Within 100km,S191,81.66 km
S223,Within 100km,S192,53.78 km
S223,Within 100km,S193,77.62 km
S223,Within 100km,S194,84.57 km
S223,Within 100km,S197,62.30 km
S223,Within 100km,S198,45.34 km
S223,Within 100km,S200,84.10 km
S223,Within 100km,S201,93.47 km
S223,Within 100km,S202,82.47 km
S223,Within 100km,S203,19.93 km
S223,Within 100km,S204,15.64 km
S223,Within 100km,S205,39.31 km
S223,Within 100km,S206,27.73 km
S223,Within 100km,S207,38.13 km
S223,Within 100km,S208,47.46 km
S223,Within 100km,S209,52.33 km
S223,Within 100km,S210,53.20 km
S223,Within 100km,S211,67.23 km
S223,Within 100km,S212,88.40 km
S223,Within 100km,S213,44.32 km
S223,Within 100km,S214,63.61 km
S223,Within 100km,S215,45.20 km
S223,Within 100km,S217,77.33 km
S223,Within 100km,S218,9.98 km
S223,Within 100km,S219,50.61 km
S223,Within 100km,S220,27.68 km
S223,Within 100km,S221,7.14 km
S223,Within 100km,S222,78.75 km
S223,Within 100km,S224,60.70 km
S223,Within 100km,S225,57.17 km
S223,Within 100km,S226,46.12 km
S223,Within 100km,S227,75.24 km
S223,Within 100km,S228,89.01 km
S223,Within 100km,S229,94.11 km
S223,Within 100km,S231,98.89 km
S223,Within 100km,S232,95.19 km
S223,Within 100km,S236,61.92 km
S223,Within 100km,S237,41.14 km
S223,Within 50km,S188,45.13 km
S223,Within 50km,S198,45.34 km
S223,Within 50km,S203,19.93 km
S223,Within 50km,S204,15.64 km
S223,Within 50km,S205,39.31 km
S223,Within 50km,S206,27.73 km
S223,Within 50km,S207,38.13 km
S223,Within 50km,S208,47.46 km
S223,Within 50km,S213,44.32 km
S223,Within 50km,S215,45.20 km
S223,Within 50km,S218,9.98 km
S223,Within 50km,S220,27.68 km
S223,Within 50km,S221,7.14 km
S223,Within 50km,S226,46.12 km
S223,Within 50km,S237,41.14 km
S224,Within +/- 100m Elevation,S107,6.00 m
S224,Within +/- 100m Elevation,S128,69.00 m
S224,Within +/- 100m Elevation,S140,81.00 m
S224,Within +/- 100m Elevation,S147,78.00 m
S224,Within +/- 100m Elevation,S163,82.00 m
S224,Within +/- 100m Elevation,S169,70.00 m
S224,Within +/- 100m Elevation,S185,52.00 m
S224,Within +/- 100m Elevation,S189,76.00 m
S224,Within +/- 100m Elevation,S205,87.00 m
S224,Within +/- 100m Elevation,S226,63.00 m
S224,Within +/- 100m Elevation,S33,15.00 m
S224,Within +/- 100m Elevation,S4,72.00 m
S224,Within +/- 100m Elevation,S8,74.00 m
S224,Within +/- 100m Elevation,S81,85.00 m
S224,Within +/- 100m Elevation,S86,79.00 m
S224,Within 100km,S203,50.15 km
S224,Within 100km,S204,54.96 km
S224,Within 100km,S205,74.55 km
S224,Within 100km,S206,66.35 km
S224,Within 100km,S207,77.49 km
S224,Within 100km,S208,76.77 km
S224,Within 100km,S209,82.96 km
S224,Within 100km,S210,94.26 km
S224,Within 100km,S211,97.26 km
S224,Within 100km,S213,53.60 km
S224,Within 100km,S215,44.01 km
S224,Within 100km,S218,64.30 km
S224,Within 100km,S219,92.64 km
S224,Within 100km,S220,83.87 km
S224,Within 100km,S221,67.46 km
S224,Within 100km,S222,94.93 km
S224,Within 100km,S223,60.70 km
S224,Within 100km,S225,6.78 km
S224,Within 100km,S226,24.28 km
S224,Within 100km,S227,42.41 km
S224,Within 100km,S228,72.05 km
S224,Within 100km,S229,97.89 km
S224,Within 100km,S231,77.02 km
S224,Within 100km,S232,83.76 km
S224,Within 100km,S234,97.29 km
S224,Within 100km,S235,80.60 km
S224,Within 100km,S236,44.97 km
S224,Within 100km,S237,26.67 km
S224,Within 100km,S238,99.23 km
